FECHA;SUBSISTEMA;ENTIDAD;TIPO DE CREDITO;TIPO DE OPERACION;ESTADO DE LA OPERACION;PROVINCIA;CANTON;SECTOR;SUBSECTOR;ACTIVIDAD;NÚMERO DE OPERACIONES;MONTO OTORGADO
30/04/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO CORPORATIVO;CREDITO;NOVADA;GUAYAS;GUAYAQUIL;INDUSTRIAS MANUFACTURERAS;FABRICACIÓN DE OTROS PRODUCTOS ELABORADOS DE METAL NCP;FABRICACIÓN DE RECIPIENTES METÁLICOS UTILIZADOS PARA EL ENVASE O TRANSPORTE DE MERCANCÍAS: BARRILES, LATAS, TAMBORES, CUBOS, CAJAS, TARROS, INCLUSO TAPAS CORONA (CIERRES METÁLICOS) Y LATAS PARA PRODUCTOS ALIMENTICIOS, TUBOS Y CAJAS PLEGABLES;1;6504638.32
30/04/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO EMPRESARIAL;CREDITO;REESTRUCTURADA;IMBABURA;OTAVALO;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS;SERVICIOS DE ALOJAMIENTO PRESTADOS POR HOTELES, HOTELES DE SUITES, APART HOTELES, COMPLEJOS TURÍSTICOS, HOSTERÍAS;1;254898.07
30/04/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO EMPRESARIAL;CREDITO;NOVADA;PICHINCHA;QUITO;CONSTRUCCIÓN;CONSTRUCCIÓN DE EDIFICIOS;CONSTRUCCIÓN DE TODO TIPO DE EDIFICIOS RESIDENCIALES: CASAS FAMILIARES INDIVIDUALES, EDIFICIOS MULTIFAMILIARES, INCLUSO EDIFICIOS DE ALTURAS ELEVADAS, VIVIENDAS PARA ANCIANATOS, CASAS PARA BENEFICENCIA, ORFANATOS, CÁRCELES, CUARTELES, CONVENTOS, CASAS RELIGIOSAS INCLUYE REMODELACIÓN, RENOVACIÓN O REHABILITACIÓN DE ESTRUCTURAS EXISTENTES;1;243802.68
30/04/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO CORPORATIVO;CREDITO;ORIGINAL;GUAYAS;GUAYAQUIL;ACTIVIDADES FINANCIERAS Y DE SEGUROS;OTROS TIPOS DE INTERMEDIACIÓN MONETARIA;ACTIVIDADES DE RECEPCIÓN DE DEPÓSITOS Y/O SIMILARES CERCANOS DE DEPÓSITOS Y LA CONCESIÓN DE CRÉDITOS O PRÉSTAMOS DE FONDOS LA CONCESIÓN DE CRÉDITO PUEDE ADOPTAR DIVERSAS FORMAS, COMO PRÉSTAMOS, HIPOTECAS, TRANSACCIONES CON TARJETAS DE CRÉDITO, ETC ESAS ACTIVIDADES SON REALIZADAS POR BANCOS DIFERENTES DEL BANCO CENTRAL;1;5000000
30/04/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;GUAYAS;NOBOL;CONSTRUCCIÓN;CONSTRUCCIÓN DE EDIFICIOS;CONSTRUCCIÓN DE TODO TIPO DE EDIFICIOS NO RESIDENCIALES: EDIFICIOS DE PRODUCCIÓN INDUSTRIAL, EJ FÁBRICAS, TALLERES, PLANTAS DE ENSAMBLAJE, HOSPITALES, ESCUELAS, EDIFICIOS DE OFICINAS, HOTELES, ALMACENES, CENTROS COMERCIALES, BODEGAS, RESTAURANTES, OBSERVATORIOS, IGLESIAS, MUSEOS, AEROPORTUARIOS, PORTUARIOS Y EDIFICIOS DE ESTACIONES DE BUSES, TROLEBUSES, TREN, INCLUSO ESTACIONAMIENTOS SUBTERRÁNEOS, DE INSTALACIONES DEPORTIVAS INTERIORES TECHADAS ETCÉTERA INCLUYE REMODELACIÓN, RENOVACIÓN O REHABILITACIÓN DE ESTRUCTURAS EXISTENTES;1;299419.71
31/05/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;MANABI;EL CARMEN;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA;EXTRACCIÓN DE MADERA;PRODUCCIÓN DE MADERA EN BRUTO (ROLLOS) PARA LAS INDUSTRIAS MANUFACTURERAS QUE UTILIZAN PRODUCTOS FORESTALES, CHONTA, BALSA, CIPRÉS, PINO, ETCÉTERA;1;790894.21
31/05/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;PICHINCHA;QUITO;INDUSTRIAS MANUFACTURERAS;FABRICACIÓN DE PRENDAS DE VESTIR, EXCEPTO PRENDAS DE PIEL;FABRICACIÓN DE PRENDAS DE VESTIR DE TELAS TEJIDAS, DE PUNTO Y GANCHILLO, DE TELAS NO TEJIDAS, ENTRE OTRAS, PARA HOMBRES, MUJERES, NIÑOS Y BEBES: ABRIGOS, TRAJES, CONJUNTOS, CHAQUETAS, PANTALONES, FALDAS, CALENTADORES, TRAJES DE BAÑO, ROPA DE ESQUÍ, UNIFORMES, CAMISAS, CAMISETAS, ETCÉTERA;1;222212.07
31/05/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO EMPRESARIAL;CREDITO;REESTRUCTURADA;IMBABURA;ANTONIO ANTE;INDUSTRIAS MANUFACTURERAS;FABRICACIÓN DE PRENDAS DE VESTIR, EXCEPTO PRENDAS DE PIEL;FABRICACIÓN DE OTROS ACCESORIOS DE VESTIR: GUANTES, CINTURONES, CHALES, CORBATAS, CORBATINES, REDECILLAS PARA EL CABELLO, CALZADO DE MATERIALES TEXTILES SIN APLICACIÓN DE SUELAS, ETCÉTERA, INCLUIDO LA FABRICACIÓN DE PARTES DE PRODUCTOS O PRENDAS TEXTILES;1;386711.13
31/05/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO EMPRESARIAL;CREDITO;REESTRUCTURADA;SANTA ELENA;SALINAS;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS;SERVICIOS DE ALOJAMIENTO PRESTADOS POR HOTELES, HOTELES DE SUITES, APART HOTELES, COMPLEJOS TURÍSTICOS, HOSTERÍAS;1;105313.17
31/05/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO EMPRESARIAL;CREDITO;REESTRUCTURADA;GUAYAS;DURAN;INDUSTRIAS MANUFACTURERAS;ELABORACIÓN Y CONSERVACIÓN DE CARNE;FABRICACIÓN DE PRODUCTOS CÁRNICOS: SALCHICHAS, SALCHICHÓN, CHORIZO, SALAME, MORCILLAS, MORTADELA, PATÉS, CHICHARRONES FINOS, JAMONES, EMBUTIDOS, ETCÉTERA INCLUSO SNACKS DE CERDO;1;486404.95
31/05/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;PICHINCHA;QUITO;CONSTRUCCIÓN;CONSTRUCCIÓN DE EDIFICIOS;CONSTRUCCIÓN DE TODO TIPO DE EDIFICIOS RESIDENCIALES: CASAS FAMILIARES INDIVIDUALES, EDIFICIOS MULTIFAMILIARES, INCLUSO EDIFICIOS DE ALTURAS ELEVADAS, VIVIENDAS PARA ANCIANATOS, CASAS PARA BENEFICENCIA, ORFANATOS, CÁRCELES, CUARTELES, CONVENTOS, CASAS RELIGIOSAS INCLUYE REMODELACIÓN, RENOVACIÓN O REHABILITACIÓN DE ESTRUCTURAS EXISTENTES;2;677718.45
31/05/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE CARGA POR CARRETERA;TODAS LAS ACTIVIDADES DE TRANSPORTE DE CARGA POR CARRETERA, INCLUIDO EN CAMIONETAS DE: TRONCOS, GANADO, TRANSPORTE REFRIGERADO, CARGA PESADA, CARGA A GRANEL, INCLUIDO EL TRANSPORTE EN CAMIONES CISTERNA, AUTOMÓVILES, DESPERDICIOS Y MATERIALES DE DESECHO, SIN RECOGIDA NI ELIMINACIÓN;1;19073.33
31/05/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO EMPRESARIAL;CREDITO;NOVADA;TUNGURAHUA;AMBATO;INDUSTRIAS MANUFACTURERAS;FABRICACIÓN DE PRODUCTOS DE PLÁSTICO;FABRICACIÓN DE OTROS ARTÍCULOS DE PLÁSTICO DIVERSOS: ACCESORIOS PARA MUEBLES, ESTATUILLAS, ARTESANÍAS, CORREAS DE TRANSPORTE Y TRANSMISIÓN, CINTAS AUTOADHESIVAS, PAPEL DE EMPAPELAR, HORMAS DE ZAPATO, BOQUILLAS DE CIGARROS Y CIGARRILLOS, PEINES, RULEROS, ARTÍCULOS DE FANTASÍA PROMOCIÓNALES Y DE REGALO DE PLÁSTICO, CANASTAS DE PLÁSTICO, ETCÉTERA;1;1057690.51
30/06/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO CORPORATIVO;CREDITO;REFINANCIADA;EL ORO;ARENILLAS;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS;SERVICIOS DE ALOJAMIENTO PRESTADOS POR HOTELES, HOTELES DE SUITES, APART HOTELES, COMPLEJOS TURÍSTICOS, HOSTERÍAS;1;3287146.11
30/06/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;GUAYAS;NARANJAL;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA;CRÍA DE AVES DE CORRAL;EXPLOTACIÓN DE CRIADEROS DE POLLOS Y REPRODUCCIÓN DE AVES DE CORRAL, POLLOS Y GALLINAS (AVES DE LA ESPECIE GALLUS DOMESTICUS);1;566666.66
30/06/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;IMBABURA;IBARRA;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA;CULTIVO DE CEREALES (EXCEPTO ARROZ), LEGUMBRES Y SEMILLAS OLEAGINOSAS;OTROS CULTIVOS DE CEREALES NCP: SORGO, CEBADA, CENTENO, AVENA, MIJO, ETCÉTERA;1;665607.59
30/06/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;NOVADA;PICHINCHA;QUITO;CONSTRUCCIÓN;CONSTRUCCIÓN DE EDIFICIOS;CONSTRUCCIÓN DE TODO TIPO DE EDIFICIOS RESIDENCIALES: CASAS FAMILIARES INDIVIDUALES, EDIFICIOS MULTIFAMILIARES, INCLUSO EDIFICIOS DE ALTURAS ELEVADAS, VIVIENDAS PARA ANCIANATOS, CASAS PARA BENEFICENCIA, ORFANATOS, CÁRCELES, CUARTELES, CONVENTOS, CASAS RELIGIOSAS INCLUYE REMODELACIÓN, RENOVACIÓN O REHABILITACIÓN DE ESTRUCTURAS EXISTENTES;1;808783.3
30/06/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO CORPORATIVO;CREDITO;ORIGINAL;GUAYAS;GUAYAQUIL;ACTIVIDADES FINANCIERAS Y DE SEGUROS;OTROS TIPOS DE INTERMEDIACIÓN MONETARIA;ACTIVIDADES DE RECEPCIÓN DE DEPÓSITOS Y/O SIMILARES CERCANOS DE DEPÓSITOS Y LA CONCESIÓN DE CRÉDITOS O PRÉSTAMOS DE FONDOS LA CONCESIÓN DE CRÉDITO PUEDE ADOPTAR DIVERSAS FORMAS, COMO PRÉSTAMOS, HIPOTECAS, TRANSACCIONES CON TARJETAS DE CRÉDITO, ETC ESAS ACTIVIDADES SON REALIZADAS POR BANCOS DIFERENTES DEL BANCO CENTRAL;1;20000000
30/06/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;MICROCREDITO DE ACUMULACION AMPLIADA;CREDITO;REESTRUCTURADA;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS POR VÍA TERRESTRE;TRANSPORTE TERRESTRE DE PASAJEROS POR SISTEMAS DE TRANSPORTE URBANO QUE PUEDEN ABARCAR LÍNEAS DE AUTOBÚS, TRANVÍA, TROLEBÚS, METRO, FERROCARRIL ELEVADO, LÍNEAS DE TRANSPORTE ENTRE LA CIUDAD Y EL AEROPUERTO O LA ESTACIÓN ETCÉTERA EL TRANSPORTE SE REALIZA POR RUTAS ESTABLECIDAS SIGUIENDO NORMALMENTE UN HORARIO FIJO, Y EL EMBARQUE Y DESEMBARQUE DE PASAJEROS EN PARADAS ESTABLECIDAS INCLUYE LA EXPLOTACIÓN DE FUNICULARES, TELEFÉRICOS, ETCÉTERA, QUE FORMEN PARTE DEL SISTEMA DE TRANSPORTE URBANO;1;59618.05
30/06/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO EMPRESARIAL;CREDITO;REESTRUCTURADA;LOS RIOS;BUENA FE;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS";VENTA AL POR MAYOR DE ALIMENTOS, BEBIDAS Y TABACO;VENTA AL POR MAYOR DE CAFÉ, CACAO, TÉ Y ESPECIAS;1;986770.73
30/06/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;NOVADA;MORONA SANTIAGO;PALORA;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA;CULTIVO DE OTROS FRUTOS Y NUECES DE ÁRBOLES Y ARBUSTOS;OTROS CULTIVOS DE FRUTOS DE ÁRBOLES Y ARBUSTOS: PITAHAYA, TUNA, ALGARROBA, TAXOS, ETCÉTERA;2;160000
30/06/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO EMPRESARIAL;CREDITO;REESTRUCTURADA;EL ORO;SANTA ROSA;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA;PESCA MARINA;ACTIVIDADES DE PESCA DE ALTURA Y COSTERA: EXTRACCIÓN DE PECES, CRUSTÁCEOS Y MOLUSCOS MARINOS, TORTUGAS, ERIZOS DE MAR, ASCIDIAS Y OTROS TUNICADOS, ETCÉTERA;1;206964.26
30/06/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;MICROCREDITO DE ACUMULACION AMPLIADA;CREDITO;REESTRUCTURADA;GUAYAS;GUAYAQUIL;TRANSPORTE Y ALMACENAMIENTO;OTRAS ACTIVIDADES DE TRANSPORTE DE PASAJEROS POR VÍA TERRESTRE;SERVICIOS DE AUTOBUSES ESCOLARES Y AUTOBUSES PARA EL TRANSPORTE DE EMPLEADOS;1;21178.82
30/06/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;ESMERALDAS;ESMERALDAS;CONSTRUCCIÓN;CONSTRUCCIÓN DE EDIFICIOS;CONSTRUCCIÓN DE TODO TIPO DE EDIFICIOS RESIDENCIALES: CASAS FAMILIARES INDIVIDUALES, EDIFICIOS MULTIFAMILIARES, INCLUSO EDIFICIOS DE ALTURAS ELEVADAS, VIVIENDAS PARA ANCIANATOS, CASAS PARA BENEFICENCIA, ORFANATOS, CÁRCELES, CUARTELES, CONVENTOS, CASAS RELIGIOSAS INCLUYE REMODELACIÓN, RENOVACIÓN O REHABILITACIÓN DE ESTRUCTURAS EXISTENTES;1;1590849.49
30/06/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO EMPRESARIAL;CREDITO;REESTRUCTURADA;MANABI;PEDERNALES;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA;ACUICULTURA MARINA;EXPLOTACIÓN DE CRIADEROS DE CAMARONES (CAMARONERAS), CRIADEROS DE LARVAS  DE CAMARÓN (LABORATORIOS DE LARVAS DE CAMARÓN);1;674285.72
31/07/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;MANABI;MANTA;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS;SERVICIOS DE ALOJAMIENTO PRESTADOS POR HOTELES, HOTELES DE SUITES, APART HOTELES, COMPLEJOS TURÍSTICOS, HOSTERÍAS;1;1404034.89
31/07/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO CORPORATIVO;CREDITO;REESTRUCTURADA;MANABI;PORTOVIEJO;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL;ACTIVIDADES DE HOSPITALES Y CLÍNICAS;ACTIVIDADES A CORTO Y A LARGO PLAZO DE LOS HOSPITALES BÁSICOS Y GENERALES, ES DECIR, ACTIVIDADES MÉDICAS, DE DIAGNÓSTICO Y DE TRATAMIENTO (HOSPITALES: COMUNITARIOS Y REGIONALES, DE ORGANIZACIONES SIN FINES DE LUCRO, UNIVERSITARIOS, DE BASES MILITARES Y DE PRISIONES, DEL MINISTERIO DE GOBIERNO Y POLICÍA, DEL MINISTERIO DE DEFENSA NACIONAL, DE LA JUNTA DE BENEFICENCIA, DEL SEGURO SOCIAL, FISCO MISIONALES);1;12015310.54
31/07/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;LOJA;LOJA;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA;CULTIVO DE ESPECIAS Y DE PLANTAS AROMÁTICAS, MEDICINALES Y FARMACÉUTICAS;CULTIVO DE ESPECIAS PERENNES Y NO PERENNES: NUEZ MOSCADA, MACIS, CARDAMOMOS, ANÍS, BADIANA, HINOJO, PIMIENTA, CANELA, CLAVO, JENGIBRE, VAINILLA, LÚPULO, ESTRAGÓN, ETCÉTERA;1;320000
31/07/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;GUAYAS;NARANJAL;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA;CULTIVO DE PLANTAS CON LAS QUE SE PREPARAN BEBIDAS;CULTIVO DE CACAO;1;157524.94
31/07/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;MANABI;PEDERNALES;SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO;SUMINISTRO DE VAPOR Y DE AIRE ACONDICIONADO;PRODUCCIÓN Y DISTRIBUCIÓN DE AGUA FRÍA CON FINES DE REFRIGERACIÓN INCLUYE LA PRODUCCIÓN DE HIELO, INCLUIDO HIELO PARA LA ELABORACIÓN DE PRODUCTOS ALIMENTICIOS Y PARA OTROS FINES (P EJ, PARA REFRIGERACIÓN);1;667315.93
31/07/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;GUAYAS;EL TRIUNFO;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA;ACUICULTURA MARINA;EXPLOTACIÓN DE CRIADEROS DE CAMARONES (CAMARONERAS), CRIADEROS DE LARVAS  DE CAMARÓN (LABORATORIOS DE LARVAS DE CAMARÓN);1;1280070
31/07/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;CHIMBORAZO;RIOBAMBA;CONSTRUCCIÓN;CONSTRUCCIÓN DE EDIFICIOS;CONSTRUCCIÓN DE TODO TIPO DE EDIFICIOS RESIDENCIALES: CASAS FAMILIARES INDIVIDUALES, EDIFICIOS MULTIFAMILIARES, INCLUSO EDIFICIOS DE ALTURAS ELEVADAS, VIVIENDAS PARA ANCIANATOS, CASAS PARA BENEFICENCIA, ORFANATOS, CÁRCELES, CUARTELES, CONVENTOS, CASAS RELIGIOSAS INCLUYE REMODELACIÓN, RENOVACIÓN O REHABILITACIÓN DE ESTRUCTURAS EXISTENTES;1;324718.4
31/07/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO EMPRESARIAL;CREDITO;REESTRUCTURADA;PICHINCHA;QUITO;CONSTRUCCIÓN;CONSTRUCCIÓN DE EDIFICIOS;CONSTRUCCIÓN DE TODO TIPO DE EDIFICIOS RESIDENCIALES: CASAS FAMILIARES INDIVIDUALES, EDIFICIOS MULTIFAMILIARES, INCLUSO EDIFICIOS DE ALTURAS ELEVADAS, VIVIENDAS PARA ANCIANATOS, CASAS PARA BENEFICENCIA, ORFANATOS, CÁRCELES, CUARTELES, CONVENTOS, CASAS RELIGIOSAS INCLUYE REMODELACIÓN, RENOVACIÓN O REHABILITACIÓN DE ESTRUCTURAS EXISTENTES;2;901916.66
31/07/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;NOVADA;MANABI;MANTA;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS;SERVICIOS DE ALOJAMIENTO PRESTADOS POR HOTELES, HOTELES DE SUITES, APART HOTELES, COMPLEJOS TURÍSTICOS, HOSTERÍAS;1;171918.41
31/07/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO CORPORATIVO;CREDITO;ORIGINAL;PICHINCHA;QUITO;ACTIVIDADES FINANCIERAS Y DE SEGUROS;OTROS TIPOS DE INTERMEDIACIÓN MONETARIA;ACTIVIDADES DE RECEPCIÓN DE DEPÓSITOS Y/O SIMILARES CERCANOS DE DEPÓSITOS Y LA CONCESIÓN DE CRÉDITOS O PRÉSTAMOS DE FONDOS LA CONCESIÓN DE CRÉDITO PUEDE ADOPTAR DIVERSAS FORMAS, COMO PRÉSTAMOS, HIPOTECAS, TRANSACCIONES CON TARJETAS DE CRÉDITO, ETC ESAS ACTIVIDADES SON REALIZADAS POR BANCOS DIFERENTES DEL BANCO CENTRAL;1;10000000
31/07/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO CORPORATIVO;CREDITO;REESTRUCTURADA;GUAYAS;GUAYAQUIL;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS;SERVICIOS DE ALOJAMIENTO PRESTADOS POR HOTELES, HOTELES DE SUITES, APART HOTELES, COMPLEJOS TURÍSTICOS, HOSTERÍAS;1;367500
31/07/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;PICHINCHA;QUITO;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MÓVIL DE COMIDAS;SERVICIOS DE RESTAURANTES Y BARES EN CONEXIÓN CON TRANSPORTE CUANDO SON PROPORCIONADAS POR UNIDADES INDEPENDIENTES: BARES DEL AEROPUERTO, BARES TERMINALES TERRESTRES, ETCÉTERA;1;57699.53
31/07/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;MICROCREDITO DE ACUMULACION AMPLIADA;CREDITO;REESTRUCTURADA;PICHINCHA;QUITO;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS POR VÍA TERRESTRE;TRANSPORTE TERRESTRE DE PASAJEROS POR SISTEMAS DE TRANSPORTE URBANO QUE PUEDEN ABARCAR LÍNEAS DE AUTOBÚS, TRANVÍA, TROLEBÚS, METRO, FERROCARRIL ELEVADO, LÍNEAS DE TRANSPORTE ENTRE LA CIUDAD Y EL AEROPUERTO O LA ESTACIÓN ETCÉTERA EL TRANSPORTE SE REALIZA POR RUTAS ESTABLECIDAS SIGUIENDO NORMALMENTE UN HORARIO FIJO, Y EL EMBARQUE Y DESEMBARQUE DE PASAJEROS EN PARADAS ESTABLECIDAS INCLUYE LA EXPLOTACIÓN DE FUNICULARES, TELEFÉRICOS, ETCÉTERA, QUE FORMEN PARTE DEL SISTEMA DE TRANSPORTE URBANO;1;43377.46
31/08/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;NAPO;EL CHACO;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA;CULTIVO DE PLANTAS CON LAS QUE SE PREPARAN BEBIDAS;CULTIVO DE CAFÉ;1;158993.06
31/08/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO CORPORATIVO;CREDITO;NOVADA;GUAYAS;NARANJAL;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA;ACUICULTURA MARINA;EXPLOTACIÓN DE CRIADEROS DE CAMARONES (CAMARONERAS), CRIADEROS DE LARVAS  DE CAMARÓN (LABORATORIOS DE LARVAS DE CAMARÓN);3;5327581.67
31/08/2024;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;CHIMBORAZO;PALLATANGA;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA;CULTIVO DE PLANTAS CON LAS QUE SE PREPARAN BEBIDAS;CULTIVO DE CAFÉ;1;254072.3
