escuela;sexo;edad;direccion;tam_fami;fam_estado;edu_madre;edu_padre;Mjob;Fjob;razon;tutor;tiempo_viaje;tiempo_estudio;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;salud;ausencias;G1;G2;G3
MS;hombre;16;rural;GT3;juntos;3;4;other;health;other;mother;30 min a 1 hora;2;0;no;no;no;no;no;yes;no;no;buena;alto;muy alto;1;2;muy buena;4;9;10;11
MS;hombre;15;rural;GT3;juntos;1;1;other;other;course;mother;mas de 1 hora;2;0;no;yes;no;yes;yes;yes;no;yes;excelente;alto;muy alto;2;4;buena;8;7;9;9
MS;hombre;15;urbano;LE3;juntos;3;3;at_home;at_home;reputation;father;menos de 15min;2;0;no;yes;no;yes;yes;yes;yes;no;excelente;medio;medio;1;1;muy buena;0;11;11;11
MS;hombre;17;rural;GT3;juntos;2;1;other;other;other;mother;30 min a 1 hora;1;0;no;no;no;yes;yes;no;no;yes;excelente;muy alto;muy alto;5;5;regular;8;8;10;9
MS;mujer;16;rural;GT3;juntos;4;4;teacher;teacher;course;mother;15 a 30 min;3;0;no;no;no;yes;yes;yes;yes;yes;muy buena;poco;poco;1;1;buena;6;16;16;17
MS;mujer;15;rural;GT3;juntos;1;2;other;services;course;mother;15 a 30 min;1;0;no;no;no;no;yes;yes;no;no;excelente;muy poco;poco;1;1;muy mala;3;11;13;13
MS;mujer;16;rural;GT3;juntos;2;3;other;services;course;mother;30 min a 1 hora;2;0;no;yes;no;no;yes;yes;yes;no;muy buena;muy alto;alto;1;2;muy mala;2;15;15;15
MS;hombre;16;rural;GT3;juntos;1;2;other;other;course;father;15 a 30 min;2;0;no;no;no;no;yes;yes;no;no;muy buena;medio;medio;1;1;muy buena;0;10;11;11
MS;mujer;16;rural;GT3;juntos;2;2;other;other;course;mother;30 min a 1 hora;2;0;no;yes;no;no;yes;yes;yes;no;muy buena;alto;muy alto;1;1;buena;4;9;10;11
MS;mujer;16;urbano;GT3;juntos;1;2;other;services;course;mother;menos de 15min;3;1;no;yes;no;no;yes;yes;no;no;muy mala;medio;poco;1;2;buena;0;10;8;8
MS;mujer;16;urbano;GT3;juntos;1;2;other;services;course;mother;menos de 15min;3;1;no;yes;no;no;yes;yes;no;no;muy mala;medio;poco;1;2;buena;3;9;8;8
MS;mujer;15;urbano;GT3;juntos;2;1;at_home;other;home;mother;menos de 15min;2;0;yes;yes;no;no;no;yes;yes;no;muy buena;alto;poco;3;3;mala;0;9;10;9
MS;mujer;16;urbano;GT3;juntos;1;1;at_home;other;course;father;menos de 15min;2;0;no;yes;no;no;no;yes;no;yes;excelente;alto;medio;2;1;mala;0;13;14;15
MS;hombre;17;rural;LE3;juntos;1;2;at_home;services;reputation;mother;menos de 15min;1;0;no;yes;no;yes;yes;yes;yes;no;excelente;muy alto;muy alto;5;5;regular;4;10;11;11
MS;mujer;16;rural;GT3;juntos;1;1;other;other;home;father;mas de 1 hora;4;0;no;yes;no;no;no;yes;yes;no;muy buena;medio;poco;1;1;muy mala;0;13;10;13
MS;mujer;16;rural;GT3;juntos;1;1;at_home;other;other;father;mas de 1 hora;3;0;yes;yes;no;no;yes;yes;no;no;muy buena;alto;medio;1;1;muy buena;2;10;9;10
MS;mujer;15;rural;GT3;juntos;1;1;at_home;other;home;father;15 a 30 min;2;0;no;yes;no;yes;yes;yes;yes;no;muy buena;medio;medio;1;1;mala;1;11;10;11
MS;mujer;16;rural;GT3;juntos;1;1;at_home;other;other;mother;15 a 30 min;1;0;no;no;no;yes;yes;yes;yes;yes;muy buena;poco;poco;4;3;mala;0;13;12;14
MS;mujer;15;rural;GT3;juntos;1;1;at_home;at_home;course;father;30 min a 1 hora;2;0;no;yes;no;no;yes;yes;no;no;muy buena;poco;muy poco;1;2;mala;0;13;14;14
MS;mujer;15;rural;LE3;juntos;2;2;other;other;other;father;menos de 15min;3;0;yes;yes;no;no;yes;yes;no;no;muy buena;alto;medio;2;2;muy buena;2;14;11;12
MS;hombre;16;rural;GT3;juntos;1;1;at_home;other;other;father;15 a 30 min;1;0;no;no;no;yes;yes;yes;no;no;buena;alto;alto;3;4;muy buena;6;11;11;11
MS;mujer;18;urbano;GT3;juntos;1;2;;other;course;father;menos de 15min;2;1;no;yes;no;yes;yes;yes;yes;yes;buena;alto;alto;2;3;muy buena;9;9;8;8
MS;hombre;15;urbano;GT3;juntos;3;1;other;services;home;mother;15 a 30 min;1;0;no;yes;no;no;yes;yes;no;no;buena;poco;medio;1;3;buena;0;10;9;11
MS;mujer;16;rural;GT3;juntos;2;2;other;services;;father;30 min a 1 hora;2;0;no;yes;no;yes;yes;yes;yes;no;excelente;medio;alto;1;1;mala;1;14;13;14
MS;hombre;15;urbano;GT3;juntos;2;2;health;other;reputation;mother;30 min a 1 hora;1;0;no;no;no;no;yes;yes;no;no;muy buena;medio;medio;1;2;buena;1;13;12;13
MS;hombre;16;urbano;GT3;juntos;4;4;other;teacher;course;father;menos de 15min;2;0;no;yes;no;yes;yes;yes;no;yes;muy buena;medio;muy poco;1;1;regular;0;13;12;13
MS;mujer;15;rural;GT3;juntos;3;3;services;other;reputation;;menos de 15min;2;0;no;yes;no;no;yes;yes;yes;yes;muy buena;muy alto;alto;1;1;muy mala;4;13;12;12
MS;mujer;16;rural;GT3;juntos;2;2;at_home;;course;mother;15 a 30 min;2;1;no;yes;no;yes;no;yes;no;no;muy buena;alto;alto;2;3;muy buena;2;12;11;12
MS;mujer;16;rural;LE3;juntos;2;2;other;other;home;father;30 min a 1 hora;1;0;no;yes;no;yes;yes;yes;no;yes;muy buena;medio;poco;1;1;buena;0;14;14;16
MS;hombre;16;urbano;LE3;juntos;2;1;at_home;services;course;mother;15 a 30 min;1;0;no;yes;no;yes;yes;yes;yes;no;mala;alto;medio;2;3;buena;4;10;8;10
MS;hombre;15;rural;LE3;juntos;1;3;at_home;other;reputation;father;30 min a 1 hora;1;0;no;yes;no;yes;yes;yes;yes;no;muy buena;poco;alto;3;5;regular;2;10;11;11
MS;mujer;15;urbano;GT3;juntos;2;2;other;services;course;mother;15 a 30 min;3;0;no;yes;no;yes;yes;yes;no;no;excelente;medio;poco;1;1;buena;0;12;13;14
MS;mujer;16;rural;LE3;juntos;2;1;other;other;home;mother;;1;0;no;yes;no;no;yes;yes;yes;yes;excelente;alto;medio;1;1;muy buena;2;10;8;8
MS;hombre;15;urbano;GT3;juntos;3;3;services;services;course;father;15 a 30 min;1;0;no;yes;no;yes;no;yes;yes;no;muy buena;medio;medio;2;4;regular;11;12;10;11
MS;mujer;16;rural;GT3;juntos;1;1;at_home;other;course;father;15 a 30 min;2;3;yes;yes;no;no;yes;yes;no;no;buena;alto;medio;1;1;muy mala;0;7;7;8
MS;mujer;17;urbano;GT3;juntos;2;2;other;at_home;course;mother;menos de 15min;1;0;no;yes;no;yes;yes;no;no;no;muy buena;muy alto;medio;1;1;muy buena;4;9;9;10
MS;mujer;19;urbano;GT3;juntos;2;3;at_home;services;course;other;menos de 15min;1;1;no;no;no;no;yes;no;yes;yes;muy buena;alto;alto;1;1;mala;0;9;9;10
MS;mujer;17;rural;GT3;juntos;2;1;at_home;other;course;mother;30 min a 1 hora;1;0;no;yes;no;yes;yes;no;no;yes;excelente;muy alto;medio;1;1;regular;2;9;10;11
MS;mujer;15;rural;LE3;juntos;1;1;at_home;other;course;mother;15 a 30 min;1;0;no;yes;no;no;yes;no;no;yes;excelente;poco;muy poco;1;3;buena;0;9;10;9
MS;mujer;16;rural;GT3;juntos;2;2;other;other;course;father;30 min a 1 hora;2;0;no;yes;no;no;yes;no;yes;no;buena;alto;muy alto;1;2;muy mala;1;9;10;11
MS;mujer;16;urbano;LE3;separados;2;2;other;other;home;mother;menos de 15min;1;0;no;yes;no;no;yes;no;no;no;muy buena;medio;alto;1;2;muy mala;6;7;7;8
MS;mujer;17;rural;GT3;juntos;2;2;at_home;other;course;mother;15 a 30 min;2;0;no;yes;no;no;yes;yes;yes;no;muy buena;medio;muy alto;1;2;buena;0;11;10;11
MS;mujer;16;urbano;GT3;juntos;2;2;other;services;course;father;menos de 15min;1;1;no;yes;yes;yes;no;yes;yes;no;muy buena;alto;medio;1;4;regular;1;9;10;10
MS;mujer;18;rural;LE3;separados;3;2;other;other;course;other;15 a 30 min;3;2;no;yes;no;no;no;no;no;yes;buena;medio;poco;1;1;mala;6;7;9;10
MS;mujer;19;urbano;GT3;juntos;1;1;at_home;services;course;mother;menos de 15min;3;1;no;no;no;yes;yes;no;no;yes;excelente;medio;muy poco;1;1;regular;6;7;9;9
MS;hombre;18;rural;GT3;juntos;1;1;other;other;home;mother;15 a 30 min;1;1;no;no;no;yes;yes;no;yes;no;muy buena;alto;medio;3;4;buena;0;8;9;10
MS;mujer;18;rural;GT3;juntos;1;1;at_home;at_home;course;mother;15 a 30 min;1;1;no;no;no;no;no;no;yes;yes;buena;poco;medio;1;1;mala;4;9;11;10
MS;mujer;19;urbano;GT3;juntos;1;1;other;other;course;other;15 a 30 min;2;1;no;yes;no;no;yes;yes;yes;yes;muy mala;muy poco;alto;4;1;;12;7;8;9
MS;mujer;16;rural;GT3;separados;2;2;health;other;course;mother;menos de 15min;2;0;no;no;no;no;no;yes;no;yes;buena;medio;poco;1;1;regular;2;8;10;10
MS;mujer;17;urbano;GT3;juntos;0;1;other;at_home;course;father;15 a 30 min;1;0;no;no;no;yes;no;yes;no;no;mala;alto;alto;3;5;muy buena;5;9;9;10
MS;mujer;16;rural;LE3;juntos;1;2;at_home;other;course;mother;menos de 15min;2;0;no;no;no;yes;yes;no;yes;no;muy buena;alto;muy alto;1;3;regular;0;8;9;9
MS;mujer;16;urbano;GT3;juntos;3;3;other;other;reputation;mother;menos de 15min;1;0;no;no;no;yes;yes;no;yes;yes;muy buena;muy alto;;1;1;buena;0;14;13;13
MS;mujer;16;rural;LE3;juntos;1;1;services;services;home;mother;menos de 15min;1;0;no;yes;no;yes;yes;yes;yes;yes;muy buena;alto;alto;2;2;buena;2;14;14;14
MS;hombre;17;urbano;GT3;juntos;3;3;services;at_home;course;mother;15 a 30 min;4;1;no;yes;yes;yes;yes;yes;no;no;excelente;alto;muy alto;3;4;muy buena;0;10;11;10
MS;mujer;16;urbano;GT3;juntos;2;1;other;services;course;mother;menos de 15min;2;0;no;yes;no;yes;yes;yes;yes;no;excelente;;medio;1;1;muy mala;0;14;13;14
MS;mujer;16;urbano;GT3;juntos;2;2;services;other;course;mother;menos de 15min;1;0;no;yes;yes;yes;yes;yes;no;yes;;poco;muy alto;1;2;muy buena;0;17;16;16
MS;hombre;17;urbano;GT3;juntos;1;2;other;other;course;father;menos de 15min;1;1;no;yes;no;yes;yes;no;yes;yes;excelente;medio;muy alto;5;5;muy mala;12;6;7;7
MS;hombre;16;urbano;LE3;juntos;4;3;other;other;course;father;menos de 15min;1;0;no;no;no;yes;yes;yes;yes;no;muy buena;poco;muy alto;1;5;muy buena;8;14;12;13
MS;hombre;17;rural;LE3;juntos;2;2;services;services;other;mother;30 min a 1 hora;4;1;no;yes;no;no;yes;yes;no;no;muy mala;medio;muy alto;3;5;regular;2;10;8;9
MS;mujer;16;urbano;GT3;juntos;1;1;other;other;course;other;menos de 15min;4;0;yes;yes;no;yes;yes;yes;yes;no;mala;poco;muy poco;1;1;muy buena;0;14;14;14
MS;mujer;19;urbano;LE3;juntos;2;2;other;other;home;mother;menos de 15min;3;0;no;no;no;no;yes;yes;yes;yes;excelente;alto;muy alto;1;1;muy mala;0;12;13;13
MS;mujer;17;rural;GT3;juntos;1;1;at_home;other;reputation;mother;15 a 30 min;1;0;no;yes;no;yes;no;yes;yes;yes;muy buena;alto;muy alto;1;2;muy buena;0;11;11;11
MS;mujer;20;urbano;GT3;juntos;3;3;at_home;services;other;mother;15 a 30 min;2;1;no;no;no;yes;yes;yes;yes;yes;buena;medio;alto;2;4;regular;8;11;9;10
MS;mujer;17;urbano;LE3;juntos;1;1;other;services;course;father;menos de 15min;3;0;no;yes;no;no;yes;yes;no;yes;muy buena;medio;medio;1;1;regular;0;11;11;10
MS;hombre;17;rural;GT3;juntos;2;2;other;other;course;mother;30 min a 1 hora;1;1;no;yes;no;no;no;yes;yes;no;muy buena;alto;muy alto;1;2;muy buena;0;10;9;9
MS;mujer;16;rural;LE3;juntos;1;1;at_home;other;course;father;30 min a 1 hora;2;0;no;yes;no;no;yes;yes;no;no;excelente;medio;poco;1;1;muy mala;0;16;17;18
MS;mujer;17;rural;GT3;juntos;2;2;other;other;reputation;mother;15 a 30 min;2;0;no;yes;no;yes;yes;yes;no;no;excelente;medio;poco;1;1;muy mala;0;15;17;17
MS;mujer;17;urbano;GT3;separados;1;0;other;other;other;mother;15 a 30 min;2;0;no;no;no;no;yes;yes;yes;yes;muy buena;alto;muy alto;1;1;buena;1;11;9;10
MS;mujer;18;rural;GT3;juntos;1;1;at_home;other;other;mother;menos de 15min;2;1;no;yes;no;no;yes;yes;yes;yes;muy buena;medio;poco;1;1;muy buena;9;7;7;7
MS;mujer;16;urbano;GT3;juntos;3;1;other;other;course;mother;menos de 15min;1;0;no;no;no;yes;yes;yes;yes;no;buena;muy poco;medio;1;3;muy mala;0;8;6;8
MS;mujer;16;urbano;GT3;juntos;3;2;services;at_home;course;mother;menos de 15min;1;0;no;no;no;no;yes;yes;yes;no;buena;muy poco;medio;1;4;regular;2;7;6;7
MS;mujer;18;urbano;LE3;juntos;1;1;other;at_home;reputation;mother;15 a 30 min;2;0;yes;no;no;no;yes;yes;no;no;mala;medio;muy alto;1;4;regular;8;9;8;10
MS;mujer;16;rural;GT3;juntos;4;4;health;teacher;reputation;father;menos de 15min;2;0;no;no;no;yes;no;yes;yes;yes;muy buena;medio;medio;2;3;mala;0;14;16;16
MS;mujer;16;rural;LE3;juntos;1;2;other;other;reputation;mother;15 a 30 min;1;0;no;no;no;yes;yes;yes;yes;no;excelente;alto;muy alto;1;4;mala;0;14;14;15
MS;mujer;18;urbano;GT3;separados;2;4;other;services;reputation;father;menos de 15min;2;1;no;yes;no;no;yes;yes;yes;no;mala;medio;poco;1;3;muy mala;8;8;5;8
MS;hombre;16;rural;GT3;juntos;2;1;other;services;reputation;mother;15 a 30 min;2;0;no;no;no;yes;yes;yes;yes;no;excelente;poco;muy poco;1;1;mala;0;8;7;0
MS;mujer;16;urbano;LE3;juntos;1;1;at_home;other;other;mother;30 min a 1 hora;2;0;no;yes;no;no;yes;yes;yes;no;muy buena;medio;poco;1;3;muy buena;6;6;8;8
MS;mujer;16;rural;GT3;juntos;2;3;at_home;services;other;mother;15 a 30 min;2;0;no;yes;no;yes;yes;yes;yes;no;buena;medio;medio;1;1;mala;0;8;10;10
MS;mujer;16;urbano;GT3;juntos;4;4;health;health;course;mother;menos de 15min;2;0;no;yes;no;no;yes;yes;yes;yes;muy buena;medio;alto;1;2;regular;4;8;8;8
MS;hombre;18;urbano;LE3;juntos;4;4;at_home;health;home;mother;menos de 15min;4;0;no;yes;no;yes;yes;no;yes;yes;excelente;muy alto;muy alto;5;5;muy buena;2;5;6;6
MS;mujer;16;rural;LE3;juntos;3;4;at_home;other;other;mother;30 min a 1 hora;2;0;no;yes;no;no;no;yes;no;no;muy buena;poco;muy poco;1;1;mala;2;7;9;8
MS;hombre;17;urbano;LE3;juntos;4;4;other;services;home;mother;menos de 15min;3;0;no;yes;no;no;yes;yes;yes;no;muy buena;alto;medio;1;2;muy buena;0;15;14;16
MS;mujer;17;rural;GT3;juntos;4;1;other;other;other;mother;menos de 15min;1;0;no;no;no;no;yes;yes;yes;yes;muy buena;poco;medio;1;2;muy buena;1;13;14;14
MS;hombre;16;urbano;LE3;juntos;2;2;services;services;other;mother;mas de 1 hora;3;0;no;no;no;no;yes;yes;no;no;excelente;muy poco;medio;2;2;regular;0;10;9;10
MS;mujer;17;rural;GT3;juntos;2;2;at_home;other;other;mother;menos de 15min;1;0;no;yes;yes;no;yes;yes;yes;no;excelente;muy poco;medio;1;2;muy buena;5;9;9;9
MS;mujer;16;urbano;LE3;juntos;4;4;services;services;other;father;15 a 30 min;1;0;no;yes;no;no;yes;yes;no;no;excelente;muy poco;medio;1;2;muy buena;1;11;11;11
MS;hombre;17;urbano;GT3;juntos;3;3;services;services;home;mother;menos de 15min;1;0;no;yes;no;yes;yes;yes;yes;no;muy buena;muy poco;alto;5;5;regular;8;7;10;9
MS;hombre;17;urbano;GT3;juntos;1;1;at_home;services;other;mother;30 min a 1 hora;2;0;no;no;no;no;yes;yes;yes;yes;excelente;muy poco;medio;3;3;muy mala;0;10;10;10
MS;hombre;16;urbano;GT3;juntos;2;1;health;services;other;mother;15 a 30 min;2;0;no;no;no;no;no;yes;yes;yes;muy buena;poco;poco;1;4;muy buena;2;9;7;8
MS;mujer;16;urbano;LE3;juntos;2;1;other;services;other;mother;menos de 15min;2;0;no;no;no;no;yes;yes;yes;yes;buena;poco;poco;1;1;regular;0;14;15;16
MS;hombre;16;urbano;LE3;juntos;4;4;teacher;health;other;father;menos de 15min;1;0;no;yes;no;no;yes;yes;yes;no;muy buena;muy poco;poco;2;5;muy buena;0;11;12;12
MS;hombre;15;rural;GT3;juntos;1;2;other;services;course;mother;30 min a 1 hora;2;0;no;yes;no;yes;yes;yes;no;no;excelente;muy alto;muy alto;1;3;muy buena;11;9;11;10
MS;hombre;15;urbano;LE3;separados;2;2;other;other;reputation;mother;30 min a 1 hora;4;0;no;yes;no;yes;yes;yes;no;no;excelente;alto;muy alto;2;3;muy buena;8;13;14;14
MS;hombre;15;urbano;LE3;separados;2;1;services;services;course;mother;menos de 15min;1;0;no;no;no;yes;yes;yes;yes;no;muy buena;medio;medio;1;2;muy buena;11;12;13;12
MS;mujer;16;rural;LE3;juntos;2;2;other;other;course;mother;menos de 15min;3;0;no;yes;no;no;no;yes;no;yes;muy buena;medio;medio;2;2;muy buena;2;11;11;11
MS;mujer;16;urbano;LE3;juntos;4;1;other;other;home;mother;15 a 30 min;2;0;no;yes;no;yes;yes;yes;yes;no;muy mala;poco;alto;2;2;muy mala;8;9;10;10
MS;mujer;17;urbano;GT3;juntos;3;2;at_home;other;home;mother;15 a 30 min;1;0;no;no;no;no;yes;yes;no;yes;muy buena;medio;medio;2;2;muy mala;5;9;11;11
MS;mujer;17;rural;GT3;juntos;2;2;other;other;other;mother;15 a 30 min;2;0;yes;no;yes;no;yes;yes;no;no;excelente;muy poco;medio;1;1;muy buena;0;11;9;11
MS;mujer;16;urbano;GT3;juntos;4;4;teacher;services;course;mother;15 a 30 min;3;0;no;yes;no;no;yes;yes;yes;yes;excelente;medio;muy alto;1;4;muy buena;1;10;11;12
MS;hombre;17;rural;GT3;juntos;4;4;health;other;course;father;30 min a 1 hora;1;3;no;no;no;yes;yes;yes;yes;yes;buena;medio;medio;1;3;muy buena;2;9;9;8
MS;hombre;17;rural;LE3;juntos;1;3;other;other;course;father;15 a 30 min;1;0;no;no;no;yes;yes;yes;no;yes;excelente;muy poco;poco;3;3;muy buena;2;12;11;12
MS;hombre;17;urbano;GT3;juntos;3;4;services;other;other;mother;menos de 15min;2;1;no;yes;no;yes;no;yes;yes;yes;excelente;alto;alto;3;4;muy buena;8;8;9;8
MS;mujer;17;urbano;GT3;juntos;4;4;health;health;course;father;menos de 15min;2;0;no;yes;no;no;yes;yes;yes;no;excelente;poco;muy alto;1;1;muy buena;0;13;15;16
MS;hombre;16;rural;LE3;juntos;4;1;other;at_home;other;father;menos de 15min;1;0;no;no;no;no;yes;yes;yes;no;muy buena;muy poco;poco;2;1;mala;0;10;11;11
MS;mujer;17;urbano;GT3;separados;1;1;at_home;at_home;other;mother;menos de 15min;2;0;no;no;no;yes;yes;yes;yes;yes;muy buena;muy alto;muy alto;1;2;regular;2;11;10;11
MS;mujer;17;rural;GT3;juntos;4;2;other;other;course;mother;15 a 30 min;2;0;yes;yes;no;no;no;yes;yes;no;muy buena;medio;medio;2;3;muy buena;0;17;18;18
MS;hombre;16;urbano;LE3;separados;2;2;other;services;course;father;15 a 30 min;2;0;no;yes;no;no;no;yes;yes;yes;muy buena;muy poco;poco;2;2;muy buena;0;12;13;13
MS;hombre;17;urbano;GT3;juntos;3;2;other;other;other;father;;2;0;no;yes;yes;no;yes;yes;yes;no;muy buena;muy poco;poco;2;2;muy mala;0;13;14;13
MS;hombre;19;urbano;GT3;juntos;1;1;other;other;other;mother;menos de 15min;2;2;no;yes;no;yes;yes;no;yes;no;muy buena;alto;medio;3;4;buena;2;9;9;10
MS;hombre;17;urbano;LE3;separados;1;0;other;other;home;mother;menos de 15min;1;0;no;no;no;no;yes;yes;no;yes;muy buena;muy poco;poco;1;1;muy buena;4;11;11;12
MS;mujer;17;rural;GT3;juntos;1;1;at_home;at_home;;father;15 a 30 min;1;0;no;yes;no;yes;yes;no;yes;yes;buena;muy alto;muy alto;2;2;buena;3;10;11;10
MS;mujer;16;rural;GT3;juntos;1;2;other;other;home;father;menos de 15min;3;0;yes;yes;no;no;no;yes;yes;yes;muy buena;medio;alto;1;1;regular;5;13;14;13
MS;hombre;16;rural;LE3;juntos;1;2;other;at_home;course;mother;menos de 15min;1;0;no;no;no;no;yes;yes;no;no;muy buena;alto;alto;2;4;muy buena;4;9;10;11
MS;mujer;17;rural;GT3;juntos;3;1;;other;course;mother;15 a 30 min;2;3;no;yes;no;yes;no;yes;yes;yes;excelente;alto;alto;1;1;muy buena;2;7;9;10
MS;hombre;17;rural;GT3;juntos;2;2;other;other;course;mother;15 a 30 min;1;0;no;no;no;yes;yes;no;no;yes;excelente;muy alto;muy alto;3;5;muy buena;0;8;13;10
MS;hombre;18;rural;GT3;juntos;1;0;at_home;at_home;course;other;30 min a 1 hora;1;1;yes;yes;no;no;yes;yes;no;no;muy buena;medio;poco;1;1;buena;0;12;12;13
MS;hombre;17;rural;GT3;juntos;1;1;other;services;course;mother;15 a 30 min;1;0;no;yes;no;yes;no;yes;yes;yes;muy buena;muy alto;muy alto;1;3;mala;0;10;9;10
MS;hombre;18;urbano;LE3;juntos;1;1;at_home;at_home;course;mother;15 a 30 min;2;0;no;yes;no;yes;yes;yes;no;no;muy buena;medio;medio;1;4;muy buena;6;10;9;10
MS;mujer;16;rural;LE3;juntos;2;2;other;services;course;father;menos de 15min;2;0;no;no;no;yes;yes;yes;no;yes;excelente;alto;medio;1;1;muy mala;0;11;13;12
MS;hombre;17;urbano;GT3;juntos;2;2;other;other;course;mother;menos de 15min;1;1;no;no;no;yes;yes;yes;no;yes;muy mala;poco;muy poco;2;3;muy buena;0;7;0;0
MS;hombre;16;rural;GT3;juntos;3;2;services;other;course;father;15 a 30 min;1;0;no;no;no;no;yes;yes;yes;no;muy buena;muy alto;muy alto;2;3;muy buena;2;11;9;10
MS;hombre;16;rural;LE3;juntos;1;1;at_home;other;course;mother;15 a 30 min;1;0;no;no;no;yes;yes;yes;yes;no;muy buena;muy alto;muy alto;2;4;muy buena;0;10;10;9
MS;hombre;18;rural;GT3;juntos;1;1;services;other;course;other;15 a 30 min;1;1;no;yes;no;no;yes;no;yes;yes;excelente;medio;medio;2;3;muy buena;2;9;7;9
MS;hombre;18;rural;GT3;juntos;3;2;services;other;course;mother;menos de 15min;1;1;no;no;no;no;yes;no;yes;no;mala;medio;muy poco;2;2;muy buena;0;4;0;0
MS;hombre;19;urbano;GT3;juntos;3;2;at_home;services;course;mother;15 a 30 min;1;3;no;no;no;yes;yes;yes;no;no;buena;poco;muy poco;1;1;regular;4;6;11;9
MS;hombre;18;urbano;GT3;juntos;3;3;at_home;at_home;course;mother;menos de 15min;2;2;no;yes;no;yes;yes;no;yes;no;muy buena;alto;muy alto;1;3;regular;9;4;8;8
MS;hombre;16;rural;GT3;juntos;2;2;services;services;course;mother;15 a 30 min;1;0;no;yes;no;yes;yes;yes;yes;yes;excelente;alto;medio;2;4;buena;6;7;8;8
MS;hombre;19;urbano;GT3;juntos;2;1;at_home;other;course;other;15 a 30 min;1;3;no;no;no;yes;no;no;yes;yes;muy buena;alto;medio;1;3;muy buena;4;8;9;9
MS;mujer;16;urbano;GT3;separados;3;2;services;at_home;course;mother;15 a 30 min;2;2;no;yes;no;yes;yes;yes;no;yes;mala;muy alto;muy alto;1;1;muy mala;8;5;5;7
MS;mujer;17;urbano;GT3;juntos;1;1;other;at_home;course;mother;menos de 15min;1;0;no;yes;no;yes;yes;yes;no;no;muy buena;medio;poco;1;2;muy buena;9;7;9;10
MS;hombre;20;rural;GT3;juntos;1;1;other;other;course;other;15 a 30 min;1;1;no;yes;no;no;yes;no;yes;yes;muy buena;alto;medio;2;4;buena;12;8;11;10
MS;mujer;18;rural;GT3;separados;4;3;services;services;course;mother;menos de 15min;1;0;no;yes;no;no;yes;yes;yes;no;excelente;alto;alto;3;4;mala;8;10;11;10
MS;hombre;18;rural;GT3;juntos;3;2;other;other;course;mother;15 a 30 min;1;0;no;yes;no;no;no;yes;yes;no;mala;muy alto;muy alto;5;5;muy buena;8;9;10;11
MS;hombre;19;rural;GT3;juntos;1;1;other;services;home;other;30 min a 1 hora;2;1;no;no;no;no;yes;yes;yes;no;excelente;alto;alto;3;3;mala;8;10;9;11
MS;hombre;17;urbano;GT3;juntos;3;3;health;other;course;mother;15 a 30 min;2;1;no;yes;no;no;yes;yes;yes;no;muy buena;muy alto;alto;2;3;regular;4;8;9;10
MS;hombre;18;urbano;LE3;juntos;1;3;at_home;services;course;mother;menos de 15min;1;0;no;no;no;no;yes;no;yes;yes;muy buena;medio;medio;2;3;regular;0;9;10;9
MS;hombre;19;rural;GT3;juntos;1;1;other;other;home;other;30 min a 1 hora;1;1;no;yes;no;no;yes;yes;yes;no;muy buena;alto;alto;3;3;muy buena;4;8;9;10
MS;mujer;18;urbano;GT3;separados;1;2;at_home;other;course;mother;15 a 30 min;2;2;no;yes;no;no;yes;yes;no;no;muy buena;medio;medio;1;1;muy buena;2;6;8;8
MS;mujer;19;urbano;LE3;separados;1;1;at_home;other;course;mother;menos de 15min;1;0;no;yes;no;no;yes;no;no;no;muy mala;alto;alto;1;1;muy buena;0;6;8;7
MS;mujer;18;rural;GT3;juntos;2;2;other;other;other;mother;15 a 30 min;1;1;no;no;no;no;yes;no;yes;yes;excelente;muy alto;muy alto;1;1;regular;0;8;6;0
MS;mujer;17;rural;GT3;juntos;0;0;at_home;other;course;mother;15 a 30 min;1;0;no;yes;no;no;yes;yes;yes;no;muy buena;alto;medio;1;1;muy buena;0;10;11;11
MS;mujer;17;rural;LE3;separados;3;1;other;at_home;course;other;15 a 30 min;3;0;no;yes;yes;no;yes;no;no;no;muy buena;poco;medio;2;2;regular;5;8;7;8
MS;mujer;17;urbano;GT3;juntos;4;2;teacher;services;home;mother;menos de 15min;2;0;yes;yes;no;yes;yes;yes;yes;no;excelente;muy alto;muy alto;1;3;muy buena;0;8;8;0
MS;mujer;18;rural;LE3;juntos;2;2;services;services;course;mother;menos de 15min;2;1;no;yes;no;yes;yes;yes;yes;no;mala;medio;medio;1;2;buena;3;7;6;8
MS;mujer;17;urbano;GT3;juntos;4;1;health;at_home;course;mother;menos de 15min;1;0;no;yes;no;no;yes;yes;no;yes;buena;poco;poco;1;1;muy buena;0;8;10;9
MS;mujer;17;urbano;LE3;juntos;1;2;at_home;other;course;father;menos de 15min;1;0;no;no;no;no;yes;yes;yes;no;excelente;muy alto;muy poco;1;1;regular;0;7;10;10
MS;mujer;18;urbano;GT3;juntos;1;1;other;other;course;mother;30 min a 1 hora;2;2;no;no;no;yes;yes;yes;no;yes;buena;alto;alto;2;2;muy buena;3;7;8;7
MS;mujer;18;urbano;GT3;juntos;2;2;services;at_home;reputation;father;15 a 30 min;2;0;no;no;no;yes;no;yes;yes;no;muy buena;medio;muy alto;1;1;muy mala;2;12;13;14
